video_id,title,description,channel,published_at,url,comment_sample
m3LOwfXnWj8,DJ CEK SOUND TERBARU 2025 FULL BASS HOREG 200JUTA MIDLE BRUTAL AMUNISI KARNAVAL TERBARU (MHLS PRO),DJ CEK SOUND TERBARU 2025 FULL BASS HOREG 200JUTA MIDLE BRUTAL AMUNISI KARNAVAL TERBARU (MHLS PRO) ...,MHLS PRODUCTION,2025-10-03T12:20:01Z,https://www.youtube.com/watch?v=m3LOwfXnWj8,"['Absen kota lur 👇😊', 'Pasuruan Purworejo hadirr😂', 'Gorontalo Utara', 'Blitar hadir boss qu \nMantep bass nya', 'jakarta timur hadirr']"
1v4lpqMsJa0,Sound horeg emak #nabeldanmama,,Nabel Dan Mama,2025-09-04T11:03:01Z,https://www.youtube.com/watch?v=1v4lpqMsJa0,"['Mama Nia kiti baik bangat', '🔥🔥🔥🔥🔥🎉🎉🔥🔥🔥🎉🔥🔥🔥', '😊😊😊', '😢nt😂😮', '😢y Yukki']"
Hspe5bel98g,SOND HOREG KECELAKAAN! Truk Sound Horeg Terjebur Sungai #soundhoreg #disaster #kecelakaan #trukoleng,"Ketika bencana datang tanpa peringatan, hanya pengetahuan yang bisa menyelamatkan. Video ini dibuat menggunakan ...",ShortDisaster,2025-08-09T01:00:30Z,https://www.youtube.com/watch?v=Hspe5bel98g,"['AI', 'Haha baju kuning ga ada paniknya tetep joget😅', 'Editor AI', 'Nooooooo😢', 'AI cukkk😂😂']"
pkWxn2Sa4DE,TERJEBUR SUNGAI!!! Truk Sound horeg oleng terjebur Sungai #disaster #soundhoreg #trukoleng #audio,,ShortDisaster,2025-07-06T01:00:54Z,https://www.youtube.com/watch?v=pkWxn2Sa4DE,"['😂😂😂😂😂😂😂😂😂😂😂😂😂', 'Sangat² menyenangkan banyak orang', '😂😂😂😢😢😢😢', '😂😂😂😂😅😅😅', 'Jelah banget Al nya 😂😂']"
6DBzhTPWtLc,Mas Edi Sound penemu Sound Horeg Beraksi..🗿,,ALI ID,2025-07-28T09:57:53Z,https://www.youtube.com/watch?v=6DBzhTPWtLc,"['Asik bet jir', '😂😂😂😂😂', 'Kalo ujan gimana mindahin speaker nya😅', '😉🥳👍✅☑️', 'Что за песня?']"
ibyTl983xQg,DJ AKU SUKA NONTON SOUND HOREG FULL BASS ‼️ DJ YANG BIKIN SOUND JEBOL ‼️VIRAL TIKTOK‼️,DJ AKU SUKA NONTON SOUND HOREG FULL BASS ‼️ DJ YANG BIKIN SOUND JEBOL ‼️VIRAL TIKTOK‼️ DJ AKU SUKA ...,DJ RONY RMX OFFICIAL,2025-09-06T12:01:31Z,https://www.youtube.com/watch?v=ibyTl983xQg,"['DYsutithudhhufauuauotdgktrjxdydtgdfudhkggg, vyjfkhf😎😆😒😈😎🖤', 'Suara nya bagus banget dan soun nya besar mantap😂', '❤❤❤', '😊❤wow']"
epae_1-tm5Y,Penemu sound horeg mas Thomas Alfa edi Sound #animasi #horeg #soundhoreg #ucup,,Aco' Daily,2025-07-30T11:17:32Z,https://www.youtube.com/watch?v=epae_1-tm5Y,"['itu  mukanya kayak panda 😅😅', 'Waduh 🗿', 'nama lagu ap', 'Sovnd horregr matap😢😢🎉🎉🎉🎉😢😢😢😮😮😅😅😅😅', 'mantap']"
mHT29ylfOWs,Sound Horeg baru punya kenzy,,akukenz chanel,2025-03-30T00:30:33Z,https://www.youtube.com/watch?v=mHT29ylfOWs,"['lu kira lu doang puny', 'Tapi aku bukan terciptanya tapi aku diundang sama sound horeg', 'beli dmn dek ak juga mau beli😊', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣', 'Sound busuk😂😂']"
ayKZ6zh_nyQ,ngasih pelajaran sound horeg #komedi #lucu,,Mister Sarimen,2025-08-22T08:08:48Z,https://www.youtube.com/watch?v=ayKZ6zh_nyQ,"['Teruslah jadi inspirasi buat banyak orang ya! 𝐓𝐈𝐌𝐎𝟒𝐃', 'Suka banget sama𝐓𝐈𝐌𝐎𝟒𝐃! Platformnya gampang dipake! 🎉', '❄️𝐓𝐈𝐌𝐎𝟒𝐃 ❄️ adalah magnet rezeki dan keberhasilan!', 'Semangat terus ya kak! 𝗧𝗶𝗺𝗼𝟰𝗗', '01:12 Wow,𝐓𝐈𝐌𝐎𝟒𝐃 keren! Pengen share ke temen! 🔥']"
CfFmzDiQXtk,#ceksoundhoreg #ceksound #sound #soundsystem #soundhoreg #horeg#karnaval #karnavalhoreg #dj #djhoreg,,Crew Ghopro Audio,2025-04-20T22:34:45Z,https://www.youtube.com/watch?v=CfFmzDiQXtk,"['Ini yang gua cari!', 'ini di jenu kah', 'ini di jenu kah', 'Lebih bagusan itu lebih bagusan mainan gua lah', 'JANGAN    SOMBONG']"
IJ5hiNn0emM,Aura Bocil Nantangin Battle Sound Horeg Kuat Banget‼️ #karnaval #soundhoreg #horegmania #horeg,Aura Bocil Nantangin Battle Sound Horeg Kuat Banget‼️ #karnaval #soundhoreg #horegmania #horeg.,Anip FVNKY ,2025-05-27T02:00:12Z,https://www.youtube.com/watch?v=IJ5hiNn0emM,"['apaan sih son kecil', 'pn', 'Sidoh 😊😊😅', 'Sido misek brewok dek iku sound opo dek', 'Sebenyenimase 😅😅😅😅']"
MDDiKZE1hcA,#penemu# Sound# Horeg THOMAS# ALVA #EDISound,,DANI AUDIO CHANNEL ,2025-07-29T00:54:36Z,https://www.youtube.com/watch?v=MDDiKZE1hcA,"['🔊', 'u', 'bagus❤️❤️❤️', 'Gw dengerin ini sampai joget-joget😅😅', 'Thomas Alva Edison 😪😪😪😪😪😪😪😪😪😪😪']"
jrIyb7Ttcxw,Icha chellow dengan sound horegnya #ichachellow #horeg #soundhoreg,,HEBOHIN AJA,2025-09-04T07:02:13Z,https://www.youtube.com/watch?v=jrIyb7Ttcxw,"['Gk bisa bilang R', 'Horeg tempe sayur kacang nasi......minumnya es teh....', 'Suaranya bagus cocok buat jadi komentator sepak bola tarkam😂', 'Pantat sejengkal cocok jualan sayur di persimpangan rumah', 'Bukan budek tapi congean selera rendah bising gk guna bikin ribet \nBoleh aja lah kalau cuma di lapangan']"
WrRqsrA6TTs,Seberapa Keras Kepala sih orang orang pecinta Sound Horeg #shorts,viral #viralshort [Business Inquiries] ○Email: muhzulhi@gmail.com For Chinese Business:IsseiNugroho@163.com ♞Copyright: ...,Issei Nugroho,2025-07-26T10:30:19Z,https://www.youtube.com/watch?v=WrRqsrA6TTs,"['Gw anak SMP Blitar Deket sama acara hoRRReg ini brisik anyir', 'Bagus👍👍', 'Tangkep aja masukin penjara ganggu org aja ini sound horeg', 'babi  yang hara bukan son coeee', 'ORANG BODOH SUSAH DI NASEHATI, PERBUATAN NYA MERASA DIA YG PALING BENAR, NEGARA MAJU ITU HARUS TENANG AMAN DAMAI SENTOSA RAKYAT NYA, BUKAN SPRTI YG ANDA BUAT INI ,BUAT YG SEPUH CPT MATI, PK PRABOWO THE BEST SHT2 WALHFIAT AMIN,BUBAR KN SOUNDS HOREG INI SCPTNYA PK, SBLM RAKYAT NYA MARAH PK, 😂😂😂😂']"
PTi5Zxp36Fw,Sound horeg ah audio 12 sub ft star lighting karnaval betet,soundhoreg #soundsystem #karnavalsoundsystem #karnaval Sound horeg.,PA Channel,2025-07-24T04:34:06Z,https://www.youtube.com/watch?v=PTi5Zxp36Fw,"['Hm dipikir bro', 'Asik, 🥜𝗛𝗕𝗖𝗠𝗔𝗡𝗧𝗨𝗟🥜 beda banget! Ceritanya mengalir, visualnya kece! 💯𝐅𝐔𝐋𝐋 𝐂𝐔𝐀𝐍✨❤️Main disini bosku❤️', 'Wow, 🥜𝗛𝗕𝗖𝗠𝗔𝗡𝗧𝗨𝗟🥜 beda banget! Ceritanya mengalir, visualnya kece! 💯𝐅𝐔𝐋𝐋 𝐂𝐔𝐀𝐍✨❤️Main disini bosku❤️', 'GK tertarik sama yang lain, cuman setia sama 🥜𝗛𝗕𝗖𝗠𝗔𝗡𝗧𝗨𝗟🥜 beda banget! Ceritanya mengalir, visualnya kece! 💯✨❤️Main disini bosku❤️', 'Ah 🤨 kan aha audio']"
uYABUWAakaI,Sound system jpl audio 2 sub planar + sub cbs karnaval dsn jati mergayu,soundhoreg #soundsystem #karnavalsoundsystem Sound horeg.,PA Channel,2025-03-01T03:57:03Z,https://www.youtube.com/watch?v=uYABUWAakaI,"['Setiap kalimat di video ini terasa tulus dan penuh makna.❤️𝐓𝐈𝐌𝐎𝟒𝐃❤️ Yang paling aku suka adalah bagaimana kamu bikin penonton merasa nyaman dan gak dihakimi. Sukses selalu buat kamu dan channel ini!', 'SUPER MANTAP SITUS 𝐓𝐈𝐌𝐎𝟒𝐃  GAMPANG MENANGNYA', 'Cakep Kali 𝐓𝐈𝐌𝐎𝟒𝐃', 'Semoga video-video kamu selalu menarik dan sukses besar! ⚡𝐓𝐈𝐌𝐎𝟒𝐃⚡ Berkah selalu untuk kamu dan channelmu. ⚡𝐓𝐈𝐌𝐎𝟒𝐃⚡', 'Konten seperti ini yang dibutuhkan di YouTube. Sukses terus!,𝐓𝐈𝐌𝐎𝟒𝐃!']"
4s6H34mCTLg,dua kucing di kagetin pake sound horeg,,Batviss Boy,2025-09-05T01:47:37Z,https://www.youtube.com/watch?v=4s6H34mCTLg,"['Wauuuukeren banget yang suka nonton filem mereka like😊😊😊😊😅', 'Zaa', 'Kucingnya ada satu s suaranya jangan satu harus dua', '😢', 'malah sound horeg kentut']"
T09K8I3dtg8,ibu resah bakar sound horeg(versi veo 3)#soundhoreg#soundhoregbikinresah #beritaterkini #fypシ゚viral,,obrakabrik hp,2025-07-31T05:58:39Z,https://www.youtube.com/watch?v=T09K8I3dtg8,"['😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟🙂😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟😟', 'bacoot', 'LAgU NYABAgUS', 'Salfok bapak yang make payung kan udah ada terpal', 'Ini Ai ga sih?']"
eAgFLteUHpY,Sound Horeg! Hiburan Rakyat Atau Ancaman Kesehatan?,"Fenomena Sound Horeg kini viral di berbagai daerah Indonesia! Speaker raksasa dipasang di jalanan, suaranya menggelegar ...",TechFun Facts,2025-07-23T13:01:26Z,https://www.youtube.com/watch?v=eAgFLteUHpY,"['Apa manfaatnya ...buat kita .jawabannya kaga ada....', 'Keren banget kak', 'Dak ada manfaat nya', 'Selagi dalam kewajaran semuanya bisa dikendalikan .. to..yg buatkan manusia   yg perlu di benari manusianya ..jadii kalau   ulama mengatakan haram ini sifat.nya sudah berlebihan mas broo', 'iri bang?\nyo saingin bos']"
S33riBUB1ZA,Sound horeg miniatur #miniatur #sound #soundhoreg #miniatursoundsystem #soundminiaturindonesia,,Sakha Audio Miniatur,2024-10-17T08:21:43Z,https://www.youtube.com/watch?v=S33riBUB1ZA,"['Berapa harganya', 'Bang harganya berapa', '❤❤❤🎉', 'Bang beli son kecil ya', 'Aku.   Punya. Truk.  Oleng.   Bang']"
Upx6rwUGEZI,CEK SOUND HOREG LAGI GAESS #horeg #l300modifikasi #shortvideo #fypシ゚viral,,Kenzo dan Kenzie,2025-07-19T04:52:29Z,https://www.youtube.com/watch?v=Upx6rwUGEZI,"['minimal dari kardus susu ultra begitu jadi bagus dek punya ribuan animal speakernya ada ribuan bos yang nggak ribuan juga sih 50-an sampai', 'judul musiknya apa bang', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'Herek audio']"
L4evJ5fEqA8,Edisound Terganggu sama sound sendiri #edisound #horeg #soundhoreg #thomasedison,,Aco' Daily,2025-08-08T09:26:31Z,https://www.youtube.com/watch?v=L4evJ5fEqA8,"['😂😅😅😅😅😅', 'sv', 'Kan bisa matikan saud yan\nGIMANA siih', '😂\n😂', 'tinggal di matiin saund horeq nya apa susahnya']"
1DTP2FCcnZs,DJ TEROMPET PESONA GONDANGLEGI Karnaval Bofago Mode Prindavan Jatim Sound Horeg Videotron Mata 2024,"Lagu karnaval bersih tanpa ada suara DJ bicara di tengah lagu, cocok buat diputar di sound besar, sedang, kecil ataupun hp.",KELUD AUDIO,2024-10-27T08:09:04Z,https://www.youtube.com/watch?v=1DTP2FCcnZs,"['Gawattt kk saya suka musiknya', 'Keren banget Cok 5:16', '(₩)', 'Iagu yan enak banget 💻💻💻💻', 'min ini kan ada 2 lagu ya, lagu di menit pertama 0.00 -5.28 itu judulnya apa ya? enakeun ih sukaaa ingin denger yg full versionnya.. makasih']"
Ys_kdFEq1lM,memed ngawasin lgsg muridnya untuk nyeting BREWOG #memed #brewogaudio #soundhoreg  #sound #horeg #dj,,Harian Horeg,2025-08-09T04:52:43Z,https://www.youtube.com/watch?v=Ys_kdFEq1lM,"['Jawa', 'Dj apa mas', 'Tomas alfaedison❤❤❤🎉🎉🎉🎉', 'Bawa 20 sound horeg taruh depan gedung dpr ri😂', 'Ada Batas nya bro kalau mau nyetel musik😊']"
ELok3hRxr04,Sound HOREG dilarang buang ke laut #bussid,,Syahristani Official,2025-08-12T03:27:49Z,https://www.youtube.com/watch?v=ELok3hRxr04,"['Apa nama mod', 'J😮😮😮•', 'Gem apa nama nya bang', 'Harusnya kasih ke aku🗿', 'Aku. Jugak']"
nxa3rv2jSdE,WARGA SUDAH MUAK!!! Sound Horeg Dilakbrak Warga,"beritaviral #soundhoreg Terima kasih sudah menonton! Like, komen dan subscribe anda sangat berarti bagi kami untuk ...",Selintas Saur,2024-11-22T03:10:05Z,https://www.youtube.com/watch?v=nxa3rv2jSdE,"['Manusia rusak senang kepada hal yang rusak dan merusakkan', 'Berbahagialah kalian yg tidak mengindahkan keluhan warga', 'Saund horeq horeg maksiatnya minuman purel jadi pelengkap jadi satu sistem ,nilai ketuhanan yang maha esa kayaknya sudah ada di pantat mereka DPR itu tidak tahu bagaimana mengurus negara tahunya cuma korupsidan korupsi', 'Yang buat konten kok pintar buat fitnah anda gak takut dosa ta', 'Lempar Molotov aja! Sound horeg melanggar HAM! Pengikut banyak oengguna narkoba!']"
9IzUiLKBNZQ,Dayat kuat sound horeg,,SebutSaja Dayat,2025-08-03T09:46:47Z,https://www.youtube.com/watch?v=9IzUiLKBNZQ,"['Minimal speaker nya Segede gaban dong udah jelas ngga ngefek apa apa sebebnya speakernya kurang gueedee', 'Mana ada sound horeg di Kalimantan!?', 'Kurang keras buat tugas sekolah gua juga suka sama horex ngapain harus berisi telinga', '💀☠️💀☠️💀☠️', 'Dulu😂😂😂😂😂😂😂\nSekarang☠️☠️💀💀💀']"
50V-ZwUicM4,Penemu sound horeg dan penemu lampu #edison #edisound #horeg #soundhoreg,,Aco' Daily,2025-08-06T09:59:40Z,https://www.youtube.com/watch?v=50V-ZwUicM4,"['Lah thomas Alfa edisaun kan penemu lagu sound koreg 🤓🤓🤓🤓🤓', 'Gaya nya yang nama tomas suka remix punya orang', 'Thomas alfa edison penemu lampu❌\nThomas alfa edison penemu sound horeg✅', 'Lagu tipe-x di copy 😂😂', 'Hidup Jokowi \n😎😎']"
R-c0No5rKtw,DJ JALAN YANG PANJANG NANAR KAU TATAP CEK SOUND HOREG TRAP PARTY BY TSSB PRODUCTION VIRAL TIKTOK,DJ JALAN YANG PANJANG NANAR KAU TATAP CEK SOUND HOREG TRAP PARTY BY TSSB PRODUCTION VIRAL TIKTOK ...,Azza Remix Funky,2025-08-12T10:00:53Z,https://www.youtube.com/watch?v=R-c0No5rKtw,"['Keren bang', 'dilempar gak tuh gua ama tetangga', 'Adek ku njoget Mulu GK berenti 😂', 'Makasih mas temen saya jadi bangun gara gara lagu ini', 'Buat betel']"
nQunz9nBHic,Sosok Edi Sound Horeg,,Kisah Perjalanan,2025-07-28T12:21:19Z,https://www.youtube.com/watch?v=nQunz9nBHic,"['minumkopiluwak', 'BUBAR KN SOUND HOREG, BUAT MERESAHKAN RAKYAT INDONESIA, RAKYAT INDONESIA LG TDK BAIK2 ,BAWAHAN MAU EMOSI DEMO, RAKYAT INDONESIA MAU AMAN DAMAI SENTOSA PK, LHT MATA NYA SDH KLIHATAN TDK PERNAH TIDUR TAHAN MATA NYA G MEREM ,MELEK TRZ, KLO HAFIZ ALQURAN BARU MANTAP, ,', 'Akuaduio', 'HAMA', 'Innalillahiwainnailaihirojiun Semoga Khusnul khotimah tidur selamanya']"
Iuocu0fA0BE,Aku Suka Nonton Sound Horeg Dj Viral Toktok-Eva Erlian Sari - Yg Kalian Cari [Official Music Video],Sound Horek Voc:Eva Erlian Sari Cipta:Ngabeyi Sugeng Abadi Studio:Abadirecord Mixing:Abadirecord Shoting:Abadirecord ...,TV ONE MUSIC,2025-08-01T10:05:53Z,https://www.youtube.com/watch?v=Iuocu0fA0BE,"['Anjay', 'Mantaaaaaap basssss nya bikin di putar2 terus sound horeg asiiiiiik', '❤❤', 'sapa nama model ye ya...', 'Lagu untuk para jamet son horek']"
d7qUwtZvUII,Tragedi Saat Mau Cek Sound! #soundsystem #ceksound #soundhoreg #horegmania #viralvideo #shortvideo,,S2 Project,2025-04-28T06:14:46Z,https://www.youtube.com/watch?v=d7qUwtZvUII,"['Kuramg rapett😅😅', 'rigging lepas', 'HtiHti', 'Banjir sama 😮', 'BANJIR']"
RkPU_ylhQYE,SOUND HOREG MAINAN #daffachannel #horeg #sound,horeg #daffachannel #djviral.,Daffa Channel,2024-11-11T03:55:09Z,https://www.youtube.com/watch?v=RkPU_ylhQYE,"['Jelek kak', 'Sound horeg bukan kayak aku aku mah yang keren', 'Sama punyaku aku punya 2', 'Dek', 'Ijin menyapa.. salam kenal bolo']"
JAlvGszaqIs,ASAL USUL SOUND HOREG,,RZ XD,2025-08-10T08:43:03Z,https://www.youtube.com/watch?v=JAlvGszaqIs,"['Melafalkannya bukan horek seperti korek, tetapi horeg seperti lu melafalkan gudeg.', 'I LIKE SOUND HOREG', 'Horeg obat bagi yg sakit gigi...😭', 'Bagusss', 'Sound horeg haram']"
uOSVz_CxbBU,Sound horeg oleng #funny #automobile #viralvideo #soundhoreg #soundsystem #karnaval #ai #kampung,,Absurd Humor,2025-07-20T22:44:13Z,https://www.youtube.com/watch?v=uOSVz_CxbBU,"['Aisyah Putri azza ❤ aja ya apa', 'Video pembenci sound horeg.', 'Editing tidak berkelas', 'AI studio Veo', 'Yg percaya cuma IQ jongkok😂😂 mudah tertipu']"
jILIP7sHb6A,Abang Sound Horeg Yang Viral,,Artefak Id,2025-08-02T19:03:48Z,https://www.youtube.com/watch?v=jILIP7sHb6A,"['🤟🤟🤟🤟🤟🤟😝😝😝😝😝😝', 'Dia engak tidur seminggu demi gedit lagu sound horeg itu', 'Matap', 'Mantap gede suaranya kayak suara speaker bluetooth yang gede yang Polytron PMA', 'Ini judul dj ny ap ngab']"
UhNvyBOSsac,Suara Waras vs Sound Horeg (Belajar Menghitung),Bergabung dengan channel ini untuk mendapatkan akses ke berbagai keuntungan: ...,Arman Vesona,2025-07-26T10:31:07Z,https://www.youtube.com/watch?v=UhNvyBOSsac,"['Coba gedein suara hp kalian', 'orang kalo ketemu begituan budeg yang ada😶\u200d🌫️😶\u200d🌫️😵😵🤕🤕🤒', 'Coba suaranya yang 336 6', 'Jadi Dj aja bng😂', 'Lama kelamaan aku jadi budek 🗿']"
PritzmoBjXI,Sound HOREG itu apa sih? Ngerusak kaca? Bisa rusak telinga juga? #shorts,,Gerald Vincent (geraldvincentt),2024-11-03T12:08:46Z,https://www.youtube.com/watch?v=PritzmoBjXI,"['Itu penghobi sound klu gk di undang juga gak datang', 'Betul  di tiadakan  musik  yg  merusak  kyk gitu .', 'Di demo aja', 'Suara sambaran petir aja 85 Desibel\nTapi sound horeg itu bisa mencapai 135 Desibel', 'Sound horeg= gempa bumi 5,5 Magnitudo']"
U5PkjefT56Y,AKU SUKA NONTON SOUND HOREG 🤣 #shorts #itsmeissie,,itsmeissie,2025-08-27T12:00:51Z,https://www.youtube.com/watch?v=U5PkjefT56Y,"['Kak aku juga punya kaya gitu 😂❤', 'Angel sama kak Femi juga aku juga kangen sama kamu juga ok', 'kkk.  cantik.   bange. kalo.  joget.  sumpaa.  lagu.  sonhorek lagu.    kesukaan.    aku.', 'Aku suka nonton sendiri mulanya berangkat Mama pulangnya budeg San hore jadi sesak pocong nafas jadi sesak', 'Gw']"
vO9oWjDdMD8,Dc Sound Horeg seru nih haha #dancetiktok #tutorial,"Halo, aku Rianovyan, i'm not a dancer, hanya ikut seru-seruan, hiburan, meramaikan trend. And yeah, literally aku seorang ...",Ria Novyan,2025-08-16T08:00:59Z,https://www.youtube.com/watch?v=vO9oWjDdMD8,"['Kak aku hapal❤❤❤', 'sound horeg cantik  sekali kak lucu', 'Aku udah hafal ❤❤❤❤❤❤', 'kak bagus bangget❤❤❤❤❤❤😊😊😊', 'Comelnya akak ini ❤❤']"
QP8VcvO0f6g,inilah sosok pelopor sound horeg Thomas Alva edi sound #viral #beritaterkini #trending,"Inilah sosok Thomas Alva Edi, pelopor sound horeg yang lagi viral! Saksikan kisah inspiratifnya dan perjalanan unik di balik ...",Ayah_Devan,2025-08-11T11:40:17Z,https://www.youtube.com/watch?v=QP8VcvO0f6g,"['Thomas Alva Edison', 'Acara tivi paling DONGO🗿', 'Inilah rusak nya stasiun tv indo mereka hanya mencari keuntungan pribadi saja selalu mencari bahan apapun agar usahanya bisa berjalan terus tanpa memikirkan kualitas dan manfaat', 'Lama2 pada gak jelas suara pada diliatin begoooooooo🤮🤮🤮🤮', 'Wajahnya mirip tomas alfa edison']"
EQN9_AX0PYY,Naik sound horeg #shorts,animasi #komedi #lucu #funny #kartun #trending #trendingshorts #trendingvideo #viral #viralvideo #viralshorts #fyp.,Antonimasi,2025-08-28T00:54:06Z,https://www.youtube.com/watch?v=EQN9_AX0PYY,"['Upin nya jayuh😂😂', 'MBG is calling ah sound', 'Mekaten', '🐰']"
ifBtIpkWzs4,Dj Bukit Berbunga Bass Horeg Style Party Full Album Terbaru Viral Karnaval 2025 Kocak 99,Dj Bukit Berbunga Bass Horeg Style Party Full Album Terbaru Viral Karnaval 2025 Kocak 99.,DJ Kocak 99,2025-07-31T23:00:52Z,https://www.youtube.com/watch?v=ifBtIpkWzs4,"['Keren musik nya bos', 'Kotaanyar Probolinggo hadir juga bossque', 'DIY gadir', 'Tangerang Banten hadirrr bosku', 'mantap...']"
QGq62xkBnGc,BREWOG AUDIO HOREG #sound #ceksaund #soundsystem #brewogaudio #karnaval,,DUA ANAK,2025-04-02T00:06:11Z,https://www.youtube.com/watch?v=QGq62xkBnGc,"['Mantap kkk', 'AUDiO SANGAT KeREN😂😂😂', 'itu hadalan nya aku bro brewog horeg nrotokno bih 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉', 'Suaranya terlalu keras, merusak pendengaran', 'Fix, 🚩𝐓𝐈𝐌𝐎𝟒𝐃🚩 nomor satu! Pelayanannya cepet! 👍']"
-Pln2PMHP9o,Siap cek sound sam🗿 #miniature #sound #miniature #soundsystem #audio #ceksound #horeg #soundhoreg,,Argia Prastyo,2025-06-10T11:01:11Z,https://www.youtube.com/watch?v=-Pln2PMHP9o,"['Suara di awal kaya suara tikus ketawa😂', '😢', 'Tahu macam Apalagi sudah gitu download lagu🗿🗿🗿😂', 'genset baru sam berapa kva', 'Wong malang iki, seng wong malang absen😊😅']"
ii4wcfu454g,Lagu Aku Suka Nonton Sound Horeg Viral #soundhoreg #viral #karnavalsoundhoreg #dance,,DJ Party Hub,2025-08-29T23:00:47Z,https://www.youtube.com/watch?v=ii4wcfu454g,"['😘😘😘  🥰🥰🥰  😚😚😚  😊😊😊\n☺️☺️☺️  ❤️❤️❤️  🙂🙂🙂  🥳🥳🥳\n🎉🎉🎉  😌😌😌  🤗🤗🤗  😻😻😻 \n ☃️☃️☃️  ⛄⛄⛄  😺😺😺  😸😸😸\n 🎊🎊🎊  🌚🌚🌚', '😊😊', ',🥰🥰🥰  wih. filem. nya bagus  🥰🥰', '.❤️❤️❤️❤️❤️', 'Bagus banget❤❤❤❤']"
Dzc4prr6plM,"Karnaval SOUND HOREG BREWOG AUDIO JAWATIMUR,AUROMAX AUDIO JAWATENGAH#soundsystem#brewogaudiokarnaval",,Elvan saputra,2024-08-28T08:49:11Z,https://www.youtube.com/watch?v=Dzc4prr6plM,"['Awokawokawok salam dri 𝐓𝐈𝐌𝐎𝟒𝐃', '𝐓𝐈𝐌𝐎𝟒𝐃 parah asli Gacor nya bro', 'Bikin senyum sendiri! 𝐓𝐈𝐌𝐎𝟒𝐃', 'Cara kerjanya simpel, tapi hasilnya mantap, 𝐓𝐈𝐌𝐎𝟒𝐃', 'Suka banget sama gaya penyampaiannya! 𝐓𝐈𝐌𝐎𝟒𝐃']"
lEO_4Vozy4M,AKU SUKA NONTON SOUND HOREG,Provided to YouTube by NIRWANA MUSIC AKU SUKA NONTON SOUND HOREG · ICHA CHELLOW AKU SUKA NONTON ...,Icha Chellow - Topic,2025-09-08T08:47:12Z,https://www.youtube.com/watch?v=lEO_4Vozy4M,[]
mydQ5ZLpECE,DJ CEK SOUND HOREG FULL BASS PALING ENAK DIDUNIA MIDLE GHOIB NROTOK TERBARU 2025 (MHLS PRO),"DJ CEK SOUND HOREG FULL BASS PALING ENAK DIDUNIA MIDLE GHOIB NROTOK TERBARU 2025 (MHLS PRO) halo lur, ...",MHLS PRODUCTION,2025-09-27T12:20:02Z,https://www.youtube.com/watch?v=mydQ5ZLpECE,"['Jangan lupa beri hype ya lur,.Makasih🤗', '😊mks bang ❤', 'Kelas', 'anjay menggelegar di dalam rumah gua 🤣🤣', 'seandainya speaker saya 12 inc,tambah ger barang kali']"
TWw7_s_ttLo,semakin keras getarannya semakin seneng warga nya #memed #brewogaudio #horeg #soundhoreg #shorts #dj,,Harian Horeg,2025-08-07T10:18:57Z,https://www.youtube.com/watch?v=TWw7_s_ttLo,"['Pakek sendal jepit, gaya dikit oi', 'Gak budek kah bang memet', 'Amin skli Smoga ada bencana 😂😂tornado yg mengiringi \nSemakin joss boss ku', 'Tetap semangat ya mas Memed 🔈☠️🇵🇸', 'NORAX.GANCO.SEKARANG UDAH DILARANG.BISANYA MENGGANGGU ORANG,WARGA & MASYARAKAT UMUM.']"
